Time (s),Logical_PWM,Voltage (V),Current (A),Power (W)
1126.22693,138.00000,15.94300,0.72200,11.51085
1127.02437,139.00000,16.05900,0.72710,11.67650
1127.42227,139.00000,16.05900,0.72700,11.67489
1127.82114,139.00000,16.05900,0.72690,11.67329
1128.21959,139.00000,16.06000,0.72690,11.67401
1128.61795,139.00000,16.06000,0.72680,11.67241
1129.01650,139.00000,16.06000,0.72670,11.67080
1129.41570,139.00000,16.06000,0.72660,11.66920
1129.81352,139.00000,16.06000,0.72650,11.66759
1130.21184,139.00000,16.06000,0.72650,11.66759
1130.61098,139.00000,16.06000,0.72640,11.66598
1131.00886,139.00000,16.06000,0.72630,11.66438
1131.40733,139.00000,16.06000,0.72620,11.66277
1131.80610,139.00000,16.06100,0.72610,11.66189
1132.20533,139.00000,16.06000,0.72610,11.66117
1132.60309,139.00000,16.06100,0.72600,11.66029
1133.00215,139.00000,16.06100,0.72590,11.65868
1133.40070,139.00000,16.06100,0.72580,11.65707
1133.79855,139.00000,16.06100,0.72580,11.65707
1134.19685,139.00000,16.06100,0.72570,11.65547
1134.59596,139.00000,16.06100,0.72560,11.65386
1135.39244,140.00000,16.17700,0.73060,11.81892
1135.79136,140.00000,16.17700,0.73060,11.81892
1136.18997,140.00000,16.17700,0.73050,11.81730
1136.58817,140.00000,16.17700,0.73040,11.81568
1136.98727,140.00000,16.17700,0.73030,11.81406
1137.38595,140.00000,16.17700,0.73020,11.81245
1137.78429,140.00000,16.17800,0.73020,11.81318
1138.18233,140.00000,16.17800,0.73010,11.81156
1138.58112,140.00000,16.17800,0.73000,11.80994
1138.97998,140.00000,16.17800,0.72990,11.80832
1139.37788,140.00000,16.17800,0.72980,11.80670
1139.77625,140.00000,16.17800,0.72980,11.80670
1140.17541,140.00000,16.17800,0.72970,11.80509
1140.57372,140.00000,16.17800,0.72960,11.80347
1140.97179,140.00000,16.17800,0.72950,11.80185
1141.37093,140.00000,16.17800,0.72950,11.80185
1141.76964,140.00000,16.17900,0.72940,11.80096
1142.16724,140.00000,16.17800,0.72930,11.79862
1142.56661,140.00000,16.17900,0.72920,11.79773
1142.96477,140.00000,16.17900,0.72920,11.79773
1143.76192,141.00000,16.29500,0.73420,11.96379
1144.16019,141.00000,16.29500,0.73410,11.96216
1144.55845,141.00000,16.29500,0.73410,11.96216
1144.95725,141.00000,16.29500,0.73390,11.95890
1145.35523,141.00000,16.29500,0.73390,11.95890
1145.75435,141.00000,16.29500,0.73380,11.95727
1146.15240,141.00000,16.29500,0.73370,11.95564
1146.55123,141.00000,16.29500,0.73360,11.95401
1146.94987,141.00000,16.29500,0.73350,11.95238
1147.34810,141.00000,16.29500,0.73350,11.95238
1147.74618,141.00000,16.29600,0.73340,11.95149
1148.14493,141.00000,16.29600,0.73330,11.94986
1148.54310,141.00000,16.29600,0.73330,11.94986
1148.94220,141.00000,16.29600,0.73320,11.94823
1149.34056,141.00000,16.29600,0.73310,11.94660
1149.73888,141.00000,16.29600,0.73300,11.94497
1150.13747,141.00000,16.29600,0.73290,11.94334
1150.53558,141.00000,16.29600,0.73290,11.94334
1150.93409,141.00000,16.29600,0.73280,11.94171
1151.33319,141.00000,16.29600,0.73270,11.94008
1152.13028,142.00000,16.41200,0.73780,12.10877
1152.52821,142.00000,16.41300,0.73770,12.10787
1152.92709,142.00000,16.41300,0.73760,12.10623
1153.32582,142.00000,16.41300,0.73750,12.10459
1153.72416,142.00000,16.41300,0.73740,12.10295
1154.12240,142.00000,16.41300,0.73730,12.10130
1154.52168,142.00000,16.41300,0.73720,12.09966
1154.91981,142.00000,16.41300,0.73720,12.09966
1155.31792,142.00000,16.41300,0.73710,12.09802
1155.71631,142.00000,16.41300,0.73700,12.09638
1156.11490,142.00000,16.41400,0.73690,12.09548
1156.51388,142.00000,16.41400,0.73690,12.09548
1156.91254,142.00000,16.41400,0.73680,12.09384
1157.31081,142.00000,16.41400,0.73670,12.09219
1157.70898,142.00000,16.41400,0.73670,12.09219
1158.10763,142.00000,16.41400,0.73660,12.09055
1158.50643,142.00000,16.41400,0.73650,12.08891
1158.90519,142.00000,16.41400,0.73640,12.08727
1159.30285,142.00000,16.41500,0.73630,12.08636
1159.70155,142.00000,16.41500,0.73630,12.08636
1160.49874,143.00000,16.53100,0.74130,12.25443
1160.89747,143.00000,16.53100,0.74120,12.25278
1161.29553,143.00000,16.53100,0.74110,12.25112
1161.69481,143.00000,16.53100,0.74100,12.24947
1162.09295,143.00000,16.53100,0.74090,12.24782
1162.49146,143.00000,16.53100,0.74090,12.24782
1162.89012,143.00000,16.53100,0.74080,12.24616
1163.28862,143.00000,16.53200,0.74070,12.24525
1163.68663,143.00000,16.53200,0.74060,12.24360
1164.08579,143.00000,16.53200,0.74060,12.24360
1164.48450,143.00000,16.53200,0.74050,12.24195
1164.88225,143.00000,16.53200,0.74040,12.24029
1165.28112,143.00000,16.53200,0.74030,12.23864
1165.67958,143.00000,16.53200,0.74030,12.23864
1166.07796,143.00000,16.53200,0.74020,12.23699
1166.47633,143.00000,16.53200,0.74010,12.23533
1166.87548,143.00000,16.53300,0.74000,12.23442
1167.27395,143.00000,16.53300,0.74000,12.23442
1167.67205,143.00000,16.53300,0.73990,12.23277
1168.07027,143.00000,16.53300,0.73980,12.23111
1168.86764,144.00000,16.64900,0.74480,12.40018
1169.26600,144.00000,16.64900,0.74470,12.39851
1169.66430,144.00000,16.64900,0.74470,12.39851
1170.06364,144.00000,16.64900,0.74460,12.39685
1170.46176,144.00000,16.64900,0.74450,12.39518
1170.85987,144.00000,16.64900,0.74440,12.39352
1171.25849,144.00000,16.64900,0.74440,12.39352
1171.65701,144.00000,16.64900,0.74430,12.39185
1172.05586,144.00000,16.65000,0.74420,12.39093
1172.45422,144.00000,16.65000,0.74410,12.38926
1172.85324,144.00000,16.65000,0.74410,12.38926
1173.25117,144.00000,16.65000,0.74400,12.38760
1173.65004,144.00000,16.65000,0.74390,12.38593
1174.04781,144.00000,16.65000,0.74380,12.38427
1174.44649,144.00000,16.65000,0.74370,12.38260
1174.84559,144.00000,16.65000,0.74370,12.38260
1175.24390,144.00000,16.65000,0.74360,12.38094
1175.64267,144.00000,16.65000,0.74350,12.37927
1176.04051,144.00000,16.65000,0.74340,12.37761
1176.43966,144.00000,16.65000,0.74340,12.37761
1177.23569,145.00000,16.76600,0.74840,12.54767
1177.63433,145.00000,16.76600,0.74830,12.54600
1178.03367,145.00000,16.76700,0.74820,12.54507
1178.43125,145.00000,16.76700,0.74810,12.54339
1178.83001,145.00000,16.76700,0.74800,12.54172
1179.22861,145.00000,16.76700,0.74790,12.54004
1179.62706,145.00000,16.76700,0.74790,12.54004
1180.02606,145.00000,16.76700,0.74780,12.53836
1180.42455,145.00000,16.76700,0.74770,12.53669
1180.82296,145.00000,16.76700,0.74760,12.53501
1181.22107,145.00000,16.76700,0.74760,12.53501
1181.61963,145.00000,16.76800,0.74750,12.53408
1182.01789,145.00000,16.76800,0.74740,12.53240
1182.41710,145.00000,16.76800,0.74730,12.53073
1182.81525,145.00000,16.76800,0.74730,12.53073
1183.21342,145.00000,16.76800,0.74720,12.52905
1183.61262,145.00000,16.76800,0.74710,12.52737
1184.01074,145.00000,16.76800,0.74700,12.52570
1184.40932,145.00000,16.76800,0.74700,12.52570
1184.80717,145.00000,16.76800,0.74690,12.52402
1185.60475,146.00000,16.88400,0.75190,12.69508
1186.00288,146.00000,16.88400,0.75180,12.69339
1186.40154,146.00000,16.88400,0.75170,12.69170
1186.79967,146.00000,16.88400,0.75160,12.69001
1187.19822,146.00000,16.88400,0.75160,12.69001
1187.59689,146.00000,16.88500,0.75150,12.68908
1187.99583,146.00000,16.88500,0.75140,12.68739
1188.39450,146.00000,16.88500,0.75130,12.68570
1188.79264,146.00000,16.88500,0.75130,12.68570
1189.19095,146.00000,16.88500,0.75120,12.68401
1189.58996,146.00000,16.88500,0.75110,12.68232
1189.98806,146.00000,16.88500,0.75100,12.68064
1190.38710,146.00000,16.88500,0.75090,12.67895
1190.78523,146.00000,16.88600,0.75090,12.67970
1191.18383,146.00000,16.88600,0.75080,12.67801
1191.58220,146.00000,16.88600,0.75070,12.67632
1191.98093,146.00000,16.88600,0.75060,12.67463
1192.37918,146.00000,16.88600,0.75060,12.67463
1192.77779,146.00000,16.88600,0.75050,12.67294
1193.17592,146.00000,16.88600,0.75040,12.67125
1193.97345,147.00000,17.00200,0.75540,12.84331
1194.37154,147.00000,17.00200,0.75530,12.84161
1194.77072,147.00000,17.00200,0.75520,12.83991
1195.16886,147.00000,17.00200,0.75510,12.83821
1195.56709,147.00000,17.00200,0.75500,12.83651
1195.96576,147.00000,17.00200,0.75490,12.83481
1196.36386,147.00000,17.00300,0.75490,12.83556
1196.76324,147.00000,17.00300,0.75480,12.83386
1197.16104,147.00000,17.00300,0.75470,12.83216
1197.56002,147.00000,17.00300,0.75460,12.83046
1197.95867,147.00000,17.00300,0.75450,12.82876
1198.35683,147.00000,17.00300,0.75450,12.82876
1198.75578,147.00000,17.00300,0.75440,12.82706
1199.15425,147.00000,17.00300,0.75430,12.82536
1199.55232,147.00000,17.00300,0.75420,12.82366
1199.95100,147.00000,17.00400,0.75420,12.82442
1200.34955,147.00000,17.00400,0.75410,12.82272
1200.74768,147.00000,17.00400,0.75400,12.82102
1201.14682,147.00000,17.00400,0.75390,12.81932
1201.54490,147.00000,17.00400,0.75390,12.81932
1202.34174,148.00000,17.12000,0.75890,12.99237
1202.74035,148.00000,17.12000,0.75880,12.99066
1203.13945,148.00000,17.12000,0.75870,12.98894
1203.53745,148.00000,17.12000,0.75860,12.98723
1203.93620,148.00000,17.12000,0.75850,12.98552
1204.33499,148.00000,17.12000,0.75850,12.98552
1204.73271,148.00000,17.12100,0.75840,12.98457
1205.13161,148.00000,17.12100,0.75830,12.98285
1205.53062,148.00000,17.12100,0.75820,12.98114
1205.92921,148.00000,17.12100,0.75820,12.98114
1206.32699,148.00000,17.12100,0.75810,12.97943
1206.72597,148.00000,17.12100,0.75800,12.97772
1207.12422,148.00000,17.12100,0.75800,12.97772
1207.52290,148.00000,17.12100,0.75790,12.97601
1207.92114,148.00000,17.12100,0.75780,12.97429
1208.31969,148.00000,17.12100,0.75780,12.97429
1208.71787,148.00000,17.12100,0.75770,12.97258
1209.11649,148.00000,17.12200,0.75760,12.97163
1209.51533,148.00000,17.12200,0.75760,12.97163
1209.91343,148.00000,17.12200,0.75750,12.96991
1210.71079,149.00000,17.23800,0.76240,13.14225
1211.10952,149.00000,17.23800,0.76240,13.14225
1211.50718,149.00000,17.23800,0.76230,13.14053
1211.90681,149.00000,17.23800,0.76220,13.13880
1212.30458,149.00000,17.23800,0.76210,13.13708
1212.70332,149.00000,17.23800,0.76200,13.13536
1213.10245,149.00000,17.23800,0.76200,13.13536
1213.50129,149.00000,17.23900,0.76190,13.13439
1213.89927,149.00000,17.23900,0.76180,13.13267
1214.29741,149.00000,17.23900,0.76170,13.13095
1214.69511,149.00000,17.23900,0.76170,13.13095
1215.09424,149.00000,17.23900,0.76160,13.12922
1215.49344,149.00000,17.23900,0.76150,13.12750
1215.89192,149.00000,17.23900,0.76140,13.12577
1216.29036,149.00000,17.23900,0.76130,13.12405
1216.68894,149.00000,17.23900,0.76130,13.12405
1217.08684,149.00000,17.23900,0.76120,13.12233
1217.48599,149.00000,17.23900,0.76110,13.12060
1217.88385,149.00000,17.24000,0.76110,13.12136
1218.28293,149.00000,17.24000,0.76100,13.11964
1219.07999,150.00000,17.35600,0.76590,13.29296
1219.47809,150.00000,17.35600,0.76580,13.29122
1219.87619,150.00000,17.35600,0.76580,13.29122
1220.27552,150.00000,17.35600,0.76570,13.28949
1220.67414,150.00000,17.35600,0.76560,13.28775
1221.07225,150.00000,17.35600,0.76550,13.28602
1221.47083,150.00000,17.35600,0.76540,13.28428
1221.86901,150.00000,17.35600,0.76540,13.28428
1222.26752,150.00000,17.35600,0.76530,13.28255
1222.66662,150.00000,17.35700,0.76520,13.28158
1223.06515,150.00000,17.35700,0.76510,13.27984
1223.46326,150.00000,17.35700,0.76510,13.27984
1223.86165,150.00000,17.35700,0.76500,13.27811
1224.26077,150.00000,17.35700,0.76490,13.27637
1224.65891,150.00000,17.35700,0.76490,13.27637
1225.05751,150.00000,17.35700,0.76480,13.27463
1225.45575,150.00000,17.35700,0.76470,13.27290
1225.85484,150.00000,17.35700,0.76470,13.27290
1226.25317,150.00000,17.35700,0.76460,13.27116
1226.65141,150.00000,17.35800,0.76450,13.27019
1227.64811,151.00000,17.47400,0.76940,13.44450
1228.04649,151.00000,17.47400,0.76930,13.44275
1228.44489,151.00000,17.47400,0.76930,13.44275
1228.84350,151.00000,17.47400,0.76920,13.44100
1229.24225,151.00000,17.47400,0.76910,13.43925
1229.64058,151.00000,17.47400,0.76910,13.43925
1230.03861,151.00000,17.47400,0.76900,13.43751
1230.43831,151.00000,17.47400,0.76890,13.43576
1230.83592,151.00000,17.47400,0.76880,13.43401
1231.23460,151.00000,17.47500,0.76870,13.43303
1231.63263,151.00000,17.47500,0.76860,13.43129
1232.03074,151.00000,17.47500,0.76860,13.43129
1232.42998,151.00000,17.47500,0.76850,13.42954
1232.82823,151.00000,17.47500,0.76850,13.42954
1233.22679,151.00000,17.47500,0.76840,13.42779
1233.62486,151.00000,17.47500,0.76830,13.42604
1234.02366,151.00000,17.47500,0.76820,13.42430
1234.42182,151.00000,17.47500,0.76810,13.42255
1234.81975,151.00000,17.47500,0.76810,13.42255
1235.21885,151.00000,17.47600,0.76800,13.42157
1236.21500,152.00000,17.59200,0.77290,13.59686
1236.61374,152.00000,17.59200,0.77280,13.59510
1237.01254,152.00000,17.59200,0.77270,13.59334
1237.41070,152.00000,17.59200,0.77270,13.59334
1237.80980,152.00000,17.59200,0.77260,13.59158
1238.20703,152.00000,17.59200,0.77250,13.58982
1238.60614,152.00000,17.59200,0.77240,13.58806
1239.00527,152.00000,17.59200,0.77240,13.58806
1239.40340,152.00000,17.59200,0.77230,13.58630
1239.80149,152.00000,17.59200,0.77220,13.58454
1240.20067,152.00000,17.59200,0.77210,13.58278
1240.59898,152.00000,17.59300,0.77200,13.58180
1240.99734,152.00000,17.59300,0.77200,13.58180
1241.39548,152.00000,17.59300,0.77190,13.58004
1241.79482,152.00000,17.59300,0.77180,13.57828
1242.19287,152.00000,17.59300,0.77170,13.57652
1242.59165,152.00000,17.59300,0.77170,13.57652
1242.98985,152.00000,17.59300,0.77160,13.57476
1243.38848,152.00000,17.59300,0.77160,13.57476
1243.78713,152.00000,17.59300,0.77150,13.57300
1244.78293,153.00000,17.70900,0.77640,13.74927
1245.18202,153.00000,17.70900,0.77630,13.74750
1245.58056,153.00000,17.71000,0.77620,13.74650
1245.97869,153.00000,17.71000,0.77610,13.74473
1246.37693,153.00000,17.71000,0.77600,13.74296
1246.77623,153.00000,17.71000,0.77590,13.74119
1247.17448,153.00000,17.71000,0.77590,13.74119
1247.57272,153.00000,17.71000,0.77580,13.73942
1247.97116,153.00000,17.71000,0.77570,13.73765
1248.37009,153.00000,17.71000,0.77560,13.73588
1248.76837,153.00000,17.71000,0.77560,13.73588
1249.16658,153.00000,17.71000,0.77550,13.73410
1249.56590,153.00000,17.71100,0.77540,13.73311
1249.96431,153.00000,17.71000,0.77540,13.73233
1250.36246,153.00000,17.71100,0.77530,13.73134
1250.76069,153.00000,17.71100,0.77520,13.72957
1251.15994,153.00000,17.71100,0.77510,13.72780
1251.55856,153.00000,17.71100,0.77500,13.72602
1251.95620,153.00000,17.71100,0.77500,13.72602
1252.35502,153.00000,17.71100,0.77490,13.72425
1253.35192,154.00000,17.82700,0.77980,13.90149
1253.74950,154.00000,17.82700,0.77970,13.89971
1254.14857,154.00000,17.82700,0.77960,13.89793
1254.54696,154.00000,17.82700,0.77950,13.89615
1254.94517,154.00000,17.82800,0.77950,13.89693
1255.34440,154.00000,17.82700,0.77930,13.89258
1255.74278,154.00000,17.82800,0.77930,13.89336
1256.14124,154.00000,17.82800,0.77920,13.89158
1256.53934,154.00000,17.82800,0.77910,13.88979
1256.93759,154.00000,17.82800,0.77910,13.88979
1257.33617,154.00000,17.82800,0.77900,13.88801
1257.73520,154.00000,17.82800,0.77890,13.88623
1258.13339,154.00000,17.82800,0.77880,13.88445
1258.53151,154.00000,17.82800,0.77870,13.88266
1258.93064,154.00000,17.82900,0.77870,13.88344
1259.32861,154.00000,17.82900,0.77860,13.88166
1259.72715,154.00000,17.82900,0.77850,13.87988
1260.12593,154.00000,17.82900,0.77840,13.87809
1260.52406,154.00000,17.82900,0.77840,13.87809
1260.92292,154.00000,17.82900,0.77830,13.87631
1261.91902,155.00000,17.94500,0.78310,14.05273
1262.31747,155.00000,17.94500,0.78310,14.05273
1262.71657,155.00000,17.94600,0.78300,14.05172
1263.11485,155.00000,17.94600,0.78290,14.04992
1263.51356,155.00000,17.94600,0.78280,14.04813
1263.91253,155.00000,17.94600,0.78270,14.04633
1264.31070,155.00000,17.94600,0.78260,14.04454
1264.70903,155.00000,17.94600,0.78250,14.04275
1265.10764,155.00000,17.94600,0.78240,14.04095
1265.50627,155.00000,17.94600,0.78240,14.04095
1265.90437,155.00000,17.94600,0.78230,14.03916
1266.30303,155.00000,17.94600,0.78220,14.03736
1266.70112,155.00000,17.94700,0.78210,14.03635
1267.10024,155.00000,17.94700,0.78210,14.03635
1267.49838,155.00000,17.94700,0.78200,14.03455
1267.89753,155.00000,17.94700,0.78190,14.03276
1268.29545,155.00000,17.94700,0.78180,14.03096
1268.69428,155.00000,17.94700,0.78180,14.03096
1269.09243,155.00000,17.94700,0.78170,14.02917
1269.49168,155.00000,17.94700,0.78160,14.02738
1270.48717,156.00000,18.06300,0.78650,14.20655
1270.88580,156.00000,18.06300,0.78640,14.20474
1271.28487,156.00000,18.06300,0.78630,14.20294
1271.68309,156.00000,18.06400,0.78620,14.20192
1272.08178,156.00000,18.06400,0.78620,14.20192
1272.48018,156.00000,18.06400,0.78610,14.20011
1272.87828,156.00000,18.06400,0.78600,14.19830
1273.27704,156.00000,18.06400,0.78590,14.19650
1273.67526,156.00000,18.06400,0.78590,14.19650
1274.07412,156.00000,18.06400,0.78580,14.19469
1274.47275,156.00000,18.06400,0.78570,14.19288
1274.87097,156.00000,18.06400,0.78560,14.19108
1275.27008,156.00000,18.06400,0.78560,14.19108
1275.66789,156.00000,18.06500,0.78550,14.19006
1276.06665,156.00000,18.06500,0.78550,14.19006
1276.46491,156.00000,18.06500,0.78540,14.18825
1276.86377,156.00000,18.06500,0.78530,14.18644
1277.26254,156.00000,18.06500,0.78530,14.18644
1277.66033,156.00000,18.06500,0.78520,14.18464
1278.05933,156.00000,18.06500,0.78510,14.18283
1279.05613,157.00000,18.18100,0.79000,14.36299
1279.45401,157.00000,18.18100,0.78990,14.36117
1279.85283,157.00000,18.18100,0.78980,14.35935
1280.25132,157.00000,18.18100,0.78970,14.35754
1280.65004,157.00000,18.18100,0.78970,14.35754
1281.04765,157.00000,18.18200,0.78960,14.35651
1281.44711,157.00000,18.18200,0.78950,14.35469
1281.84519,157.00000,18.18200,0.78940,14.35287
1282.24344,157.00000,18.18200,0.78930,14.35105
1282.64225,157.00000,18.18200,0.78930,14.35105
1283.04092,157.00000,18.18200,0.78920,14.34923
1283.43910,157.00000,18.18200,0.78910,14.34742
1283.83752,157.00000,18.18200,0.78900,14.34560
1284.23656,157.00000,18.18200,0.78900,14.34560
1284.63433,157.00000,18.18200,0.78890,14.34378
1285.03349,157.00000,18.18300,0.78880,14.34275
1285.43179,157.00000,18.18300,0.78880,14.34275
1285.82992,157.00000,18.18300,0.78870,14.34093
1286.22827,157.00000,18.18300,0.78860,14.33911
1286.62713,157.00000,18.18300,0.78860,14.33911
1287.62348,158.00000,18.29900,0.79340,14.51843
1288.02226,158.00000,18.29900,0.79330,14.51660
1288.42012,158.00000,18.29900,0.79320,14.51477
1288.81891,158.00000,18.29900,0.79320,14.51477
1289.21728,158.00000,18.30000,0.79300,14.51190
1289.61586,158.00000,18.30000,0.79300,14.51190
1290.01470,158.00000,18.30000,0.79300,14.51190
1290.41346,158.00000,18.30000,0.79280,14.50824
1290.81115,158.00000,18.30000,0.79280,14.50824
1291.20991,158.00000,18.30000,0.79270,14.50641
1291.60863,158.00000,18.30000,0.79260,14.50458
1292.00706,158.00000,18.30000,0.79260,14.50458
1292.40568,158.00000,18.30000,0.79250,14.50275
1292.80450,158.00000,18.30100,0.79240,14.50171
1293.20247,158.00000,18.30100,0.79230,14.49988
1293.60112,158.00000,18.30100,0.79230,14.49988
1293.99944,158.00000,18.30100,0.79220,14.49805
1294.39815,158.00000,18.30100,0.79210,14.49622
1294.79684,158.00000,18.30100,0.79210,14.49622
1295.19560,158.00000,18.30100,0.79200,14.49439
1296.19118,159.00000,18.41700,0.79680,14.67467
1296.59038,159.00000,18.41700,0.79670,14.67282
1296.98804,159.00000,18.41700,0.79670,14.67282
1297.38752,159.00000,18.41800,0.79660,14.67178
1297.78569,159.00000,18.41800,0.79650,14.66994
1298.18442,159.00000,18.41800,0.79640,14.66810
1298.58254,159.00000,18.41800,0.79640,14.66810
1298.98065,159.00000,18.41800,0.79630,14.66625
1299.37931,159.00000,18.41800,0.79620,14.66441
1299.77856,159.00000,18.41800,0.79610,14.66257
1300.17618,159.00000,18.41800,0.79610,14.66257
1300.57490,159.00000,18.41800,0.79600,14.66073
1300.97336,159.00000,18.41800,0.79590,14.65889
1301.37153,159.00000,18.41800,0.79580,14.65704
1301.77015,159.00000,18.41900,0.79570,14.65600
1302.16877,159.00000,18.41900,0.79570,14.65600
1302.56719,159.00000,18.41900,0.79560,14.65416
1302.96612,159.00000,18.41900,0.79560,14.65416
1303.36424,159.00000,18.41900,0.79550,14.65231
1303.76291,159.00000,18.41900,0.79540,14.65047
1304.75933,160.00000,18.53500,0.80030,14.83356
1305.15715,160.00000,18.53500,0.80020,14.83171
1305.55625,160.00000,18.53500,0.80010,14.82985
1305.95436,160.00000,18.53600,0.80000,14.82880
1306.35333,160.00000,18.53600,0.79990,14.82695
1306.75213,160.00000,18.53600,0.79990,14.82695
1307.15034,160.00000,18.53600,0.79980,14.82509
1307.54848,160.00000,18.53600,0.79970,14.82324
1307.94788,160.00000,18.53600,0.79970,14.82324
1308.34570,160.00000,18.53600,0.79960,14.82139
1308.74432,160.00000,18.53600,0.79950,14.81953
1309.14310,160.00000,18.53600,0.79950,14.81953
1309.54226,160.00000,18.53600,0.79940,14.81768
1309.94013,160.00000,18.53600,0.79930,14.81582
1310.33833,160.00000,18.53700,0.79920,14.81477
1310.73661,160.00000,18.53700,0.79920,14.81477
1311.13523,160.00000,18.53700,0.79910,14.81292
1311.53432,160.00000,18.53700,0.79900,14.81106
1311.93218,160.00000,18.53700,0.79900,14.81106
1312.33133,160.00000,18.53700,0.79890,14.80921
1313.32676,161.00000,18.65300,0.80370,14.99142
1313.72576,161.00000,18.65300,0.80360,14.98955
1314.12441,161.00000,18.65300,0.80360,14.98955
1314.52305,161.00000,18.65300,0.80350,14.98769
1314.92168,161.00000,18.65300,0.80340,14.98582
1315.31971,161.00000,18.65400,0.80330,14.98476
1315.71849,161.00000,18.65400,0.80320,14.98289
1316.11673,161.00000,18.65400,0.80320,14.98289
1316.51555,161.00000,18.65400,0.80310,14.98103
1316.91368,161.00000,18.65400,0.80300,14.97916
1317.31236,161.00000,18.65400,0.80300,14.97916
1317.71101,161.00000,18.65400,0.80290,14.97730
1318.10920,161.00000,18.65400,0.80280,14.97543
1318.50710,161.00000,18.65500,0.80280,14.97623
1318.90576,161.00000,18.65500,0.80270,14.97437
1319.30484,161.00000,18.65500,0.80260,14.97250
1319.70303,161.00000,18.65500,0.80260,14.97250
1320.10186,161.00000,18.65500,0.80250,14.97064
1320.50011,161.00000,18.65500,0.80240,14.96877
1320.89833,161.00000,18.65500,0.80240,14.96877
1321.89469,162.00000,18.77200,0.80710,15.15088
1322.29384,162.00000,18.77200,0.80710,15.15088
1322.69164,162.00000,18.77200,0.80700,15.14900
1323.09040,162.00000,18.77200,0.80690,15.14713
1323.48851,162.00000,18.77200,0.80690,15.14713
1323.88779,162.00000,18.77200,0.80670,15.14337
1324.28591,162.00000,18.77200,0.80670,15.14337
1324.68504,162.00000,18.77200,0.80660,15.14150
1325.08265,162.00000,18.77300,0.80650,15.14042
1325.48150,162.00000,18.77300,0.80650,15.14042
1325.87967,162.00000,18.77300,0.80640,15.13855
1326.27815,162.00000,18.77300,0.80630,15.13667
1326.67703,162.00000,18.77300,0.80620,15.13479
1327.07495,162.00000,18.77300,0.80620,15.13479
1327.47394,162.00000,18.77300,0.80610,15.13292
1327.87285,162.00000,18.77300,0.80600,15.13104
1328.27144,162.00000,18.77300,0.80600,15.13104
1328.66965,162.00000,18.77300,0.80590,15.12916
1329.06876,162.00000,18.77300,0.80590,15.12916
1329.46636,162.00000,18.77400,0.80580,15.12809
1330.46318,163.00000,18.89000,0.81060,15.31223
1330.86135,163.00000,18.89000,0.81050,15.31034
1331.25996,163.00000,18.89000,0.81040,15.30846
1331.65905,163.00000,18.89000,0.81040,15.30846
1332.05764,163.00000,18.89000,0.81030,15.30657
1332.45525,163.00000,18.89000,0.81020,15.30468
1332.85412,163.00000,18.89000,0.81010,15.30279
1333.25322,163.00000,18.89000,0.81010,15.30279
1333.65132,163.00000,18.89000,0.81000,15.30090
1334.04943,163.00000,18.89000,0.80990,15.29901
1334.44842,163.00000,18.89000,0.80990,15.29901
1334.84650,163.00000,18.89100,0.80980,15.29793
1335.24507,163.00000,18.89100,0.80970,15.29604
1335.64415,163.00000,18.89100,0.80960,15.29415
1336.04226,163.00000,18.89100,0.80960,15.29415
1336.44138,163.00000,18.89100,0.80950,15.29226
1336.83933,163.00000,18.89100,0.80950,15.29226
1337.23771,163.00000,18.89100,0.80940,15.29038
1337.63616,163.00000,18.89100,0.80930,15.28849
1338.03448,163.00000,18.89100,0.80920,15.28660
1339.03188,164.00000,19.00800,0.81400,15.47251
1339.42932,164.00000,19.00800,0.81390,15.47061
1339.82794,164.00000,19.00800,0.81390,15.47061
1340.22653,164.00000,19.00800,0.81380,15.46871
1340.62516,164.00000,19.00800,0.81370,15.46681
1341.02359,164.00000,19.00800,0.81360,15.46491
1341.42228,164.00000,19.00800,0.81360,15.46491
1341.82121,164.00000,19.00800,0.81350,15.46301
1342.21958,164.00000,19.00900,0.81340,15.46192
1342.61826,164.00000,19.00900,0.81340,15.46192
1343.01669,164.00000,19.00900,0.81330,15.46002
1343.41479,164.00000,19.00900,0.81320,15.45812
1343.81337,164.00000,19.00900,0.81320,15.45812
1344.21206,164.00000,19.00900,0.81310,15.45622
1344.61091,164.00000,19.00900,0.81310,15.45622
1345.00868,164.00000,19.00900,0.81300,15.45432
1345.40738,164.00000,19.00900,0.81290,15.45242
1345.80624,164.00000,19.00900,0.81280,15.45052
1346.20437,164.00000,19.01000,0.81280,15.45133
1346.60269,164.00000,19.01000,0.81270,15.44943
1347.59895,165.00000,19.12600,0.81750,15.63551
1347.99783,165.00000,19.12600,0.81740,15.63359
1348.39615,165.00000,19.12600,0.81730,15.63168
1348.79476,165.00000,19.12600,0.81720,15.62977
1349.19358,165.00000,19.12600,0.81710,15.62785
1349.59193,165.00000,19.12600,0.81710,15.62785
1349.99003,165.00000,19.12600,0.81700,15.62594
1350.38872,165.00000,19.12600,0.81690,15.62403
1350.78712,165.00000,19.12600,0.81680,15.62212
1351.18635,165.00000,19.12700,0.81680,15.62293
1351.58481,165.00000,19.12700,0.81670,15.62102
1351.98294,165.00000,19.12700,0.81660,15.61911
1352.38173,165.00000,19.12700,0.81660,15.61911
1352.58078,165.00000,19.12700,0.81650,15.61720
1352.77983,165.00000,19.12700,0.81650,15.61720
1352.97896,165.00000,19.12700,0.81640,15.61528
